,title,genre,day,star,synopsis,director,actor
411,자산어보,드라마, 2021.03.31. ,9.15,"“이 양반은 대역 죄인이니 너무 잘해줄 생각들 말어” 순조 1년, 신유박해로 세상의 끝 흑산도로 유배된 ‘정약전’. 호기심 많은 '정약전'은 그 곳에서 바다 생물에 매료되어 책을 쓰기로 한다. 이에 바다를 훤히 알고 있는 청년 어부 ‘창대’에게 도움을 구하지만 ‘창대’는 죄인을 도울 수 없다며 단칼에 거절한다. “내가 아는 지식과 너의 물고기 지식을 바꾸자"" ‘창대’가 혼자 글 공부를 하며 어려움을 겪고 있다는 것을 알게 된 ‘정약전’은 서로의 지식을 거래하자고 제안하고 거래라는 말에 ‘창대’는 못 이기는 척 받아들인다. 둘은 티격태격하면서도 점차 서로의 스승이자 벗이 되어 간다. ""너 공부해서 출세하고 싶지?"" 그러던 중 '창대'가 출세하기 위해 공부에 매진했다는 사실을 알게 된 '정약전'은 크게 실망한다. ‘창대’ 역시 '정약전'과는 길이 다르다는 것을 깨닫고 '정약전'의 곁을 떠나 세상 밖으로 나가고자 결심하는데...",이준익,"['설경구', '변요한', '이정은', '민도희']"
412,내일의 기억,"미스터리, 스릴러", 2021.04.21. ,9.02,"사고로 기억을 잃은 채 깨어난 수진 옆엔 자상한 남편 지훈이 그녀를 세심하게 돌봐주고 있다. 그리고 집에 돌아온 후, 마주친 이웃들의 위험한 미래가 보이기 시작하자 수진은 혼란에 빠진다. 그러던 어느 날 길에서 만난 옛 직장 동료는 수진을 걱정하며 지훈에 대한 믿기 힘든 소리를 하고, 때마침 발견한 사진에서 사진 속 남편 자리엔 지훈이 아닌 다른 남자가 있다. 설상가상 수진은 알 수 없는 남자가 자신을 위협하는 환영에 시달리는데……",서유민,"['서예지', '김강우', '성혁', '박상욱']"
413,라야와 마지막 드래곤,"애니메이션, 액션, 모험", 2021.03.04. ,9.44,"인간과 드래곤이 평화롭게 공존하던 신비의 땅, 쿠만드라 왕국 살아있는 모든 생명을 삼키는 악의 세력 '드룬'이 들이닥치자, 드래곤들은 인간을 구하기 위해 스스로를 희생하고 전설 속으로 사라진다. 500년 후 부활한 '드룬'이 또다시 세상을 공포에 빠뜨리자, 전사 ‘라야’는 분열된 쿠만드라를 구하기 위해 전설 속 마지막 드래곤을 찾아 모험을 떠난다. 그러나, ‘라야’는 험난한 여정을 겪으며 세상을 구하기 위해서는 전설 속 드래곤보다 더 중요한 것이 있다는 것을 깨닫게 되는데…",돈 홀,"['까를로스 로페즈 에스트라다', '켈리 마리 트란', '아콰피나', '산드라 오']"
414,더 스파이,스릴러, 2021.04.28. ,8.74,"전운이 감도는 1960년 냉전시대, 소련 군사정보국 ‘올레크 대령’은 정부의 눈을 피해 핵전쟁 위기를 막을 중대 기밀을 CIA에 전하고자 한다. CIA는 MI6와 협력하여 소련의 기밀 문서를 입수하기 위해 영국 사업가 ‘그레빌 윈’을 스파이로 고용해 잠입에 성공한다. 정체를 감춘 채 런던과 모스크바를 오가는 ‘그레빌 윈’과 ‘올레크 대령’의 은밀하고 위험한 관계가 계속될수록 KGB의 의심은 커져가는데... 가장 평범한 사람의 가장 위대한 첩보 실화 때론, 한 사람의 용기가 세상을 바꾼다!",도미닉 쿡,"['베네딕트 컴버배치', '메랍 니니트쩨', '레이첼 브로스나한', '제시 버클리']"
415,명탐정 코난: 비색의 탄환,애니메이션, 2021.04.16. ,9.15,"전 세계인의 축제 WSG(World Sports Games)의 개최를 앞둔 일본. 이를 기념해 시속 1,000km를 자랑하는 진공 초전도 리니어의 개통이 발표된다. 모두가 이를 주목하는 가운데, WSG의 공식 후원사 대표들이 연쇄 납치를 당하고, 코난은 이 사건이 15년 전 미국 보스턴에서 발생한 WSG 연쇄 납치 사건과 관련이 있다는 것을 밝혀내는데… 이를 지켜보는 아카이 슈이치와 FBI, 그리고 절대로 만나서는 안 될 위험천만한 가족이 모인다. 시속 1,000km로 질주하는 진공 초전도 리니어, 범인과의 목숨을 건 마지막 결판이 펼쳐진다!",나가오카 치카,"['강수진', '김선혜', '이주창', '최지훈']"
416,크루즈 패밀리: 뉴 에이지,"애니메이션, 모험, 코미디", 2021.05.05. ,9.36,"동굴을 떠나 새로운 거주지를 찾아 나선 크루즈 패밀리. 우여곡절 끝에 찾은 완벽한 트리 하우스에서 진화된 인류, 베터맨 패밀리와 마주한다. 도구를 사용하고 ‘집’에서 안전하게 살아가는 지능형 베터맨 패밀리와 맨손으로 사냥하고 자연과 함께 살아가는 본능형 크루즈 패밀리는 너무나도 다른 삶의 방식으로 사사건건 부딪힌다. 반면 처음으로 여자 사람친구를 만난 ‘이프’와 ‘던’은 가족들과 달리 우정을 쌓아가지만 점점 두 가족에게 예상치 못한 위협이 닥쳐오는데…",조엘 크로포드,"['엠마 스톤', '라이언 레이놀즈', '켈리 마리 트란', '니콜라스 케이지']"
417,캐시트럭,액션, 2021.06.09. ,8.43,"캐시트럭을 노리는 무장 강도에 의해 아들을 잃은 H(제이슨 스타뎀). 분노에 휩싸인 그는 아들을 죽인 범인의 단서를 찾기 위해 현금 호송 회사에 위장 취업한다. 첫 임무부터 백발백중 사격 실력을 자랑하며, 단숨에 에이스로 급부상한 H. 캐시트럭을 노리는 자들을 하나 둘 처리하며, 아들을 죽인 범인들과 점점 가까워지는데… 자비는 없다, 분노에 가득 찬 응징만이 남았다. 그의 분노가 폭발한다!",가이 리치,"['제이슨 스타뎀', '스콧 이스트우드', '조쉬 하트넷', '포스트 말론']"
418,새해전야,멜로/로맨스, 2021.02.10. ,8.4,강력반에서 좌천되어 신변보호 업무를 떠 맡게 된 이혼 4년 차 자.만.추 형사 ‘지호’(김강우)와 이혼 소송 중 신변보호를 요청한 완벽주의 재활 트레이너 ‘효영’(유인나) 현타와 함께 찾아온 번아웃에 아르헨티나로 도망친 현지 와인 배달원 ‘재헌’(유연석)과 일방적인 남친의 이별통보에 무작정 아르헨티나로 떠난 스키장 비정규직 ‘진아’(이연희) 사기를 당해 결혼 자금 탈탈 털린 여행사 대표 ‘용찬’(이동휘)과 결혼을 앞두고 한국지사로 발령받아 온 대륙의 예비 신부 ‘야오린’(천두링) 그리고 하나뿐인 남동생 국제결혼에 심란한 동생 바라기 예비 시누이 ‘용미’(염혜란) 세상의 편견에 부딪혀 오랜 연인에게 미안한 패럴림픽 국가대표 ‘래환’(유태오) 사랑 앞에 어떤 장애도 없다고 믿는 씩씩한 긍정퀸 원예사 ‘오월’(최수영) 새해까지 남은 시간 일주일 한 뼘 더 행복해지고 싶은 네 커플의 두렵지만 설렘 가득한 이야기가 시작된다!,홍지영,"['김강우', '유인나', '유연석', '이연희']"
419,루카,"애니메이션, 모험, 코미디", 2021.06.17. ,9.7,"이탈리아 리비에라의 아름다운 해변 마을, 바다 밖 세상이 궁금하지만, 두렵기도 한 호기심 많은 소년 '루카' 자칭 인간세상 전문가 ‘알베르토’와 함께 모험을 감행하지만, 물만 닿으면 바다 괴물로 변신하는 비밀 때문에 아슬아슬하기만 하다. 새로운 친구 ‘줄리아’와 함께 젤라또와 파스타를 실컷 먹고 스쿠터 여행을 꿈꾸는 여름은 그저 즐겁기만 한데… 과연 이들은 언제까지 비밀을 감출 수 있을까? 함께라서 행복한 여름, 우리들의 잊지 못할 모험이 시작된다!",엔리코 카사로사,"['제이콥 트렘블레이', '잭 딜런 그레이저', '엠마 버만', None]"
420,카오스 워킹,모험, 2021.02.24. ,7.36,"모든 생각이 실시간으로 노출되는 ‘노이즈’에 감염된 세상 뉴 월드. 토드(톰 홀랜드)는 이 곳에 불시착한 의문의 유입자 바이올라(데이지 리들리)와 마주하게 된다. 혼돈의 세상 속 숨겨진 비밀에 의문을 품은 두 사람은 뉴 월드를 탈출할 계획을 세우고, 뉴 월드의 통치자 데이비드(매즈 미켈슨)는 위험을 직감하고 이들을 추격하기 위해 모든 수단을 동원하는데… 살고 싶다면 반드시 탈출해야만 한다!",더그 라이만,"['톰 홀랜드', '데이지 리들리', '매즈 미켈슨', '데이빗 오예로워']"
421,파이프라인,범죄, 2021.05.26. ,7.94,"손만 대면 대박을 터트리는 도유 업계 최고 천공기술자 ‘핀돌이’는 수천억의 기름을 빼돌리기 위해 거대한 판을 짠 대기업 후계자 ‘건우’의 거부할 수 없는 제안에 빠져 위험천만한 도유 작전에 합류한다. 프로 용접공 '접새', 땅 속을 장기판처럼 꿰고 있는 '나과장', 괴력의 인간 굴착기 '큰삽', 이 모든 이들을 감시하는 '카운터'까지! 그러나 저마다 다른 목적을 가진 이들이 서로를 속고 속이면서 계획은 예상치 못한 방향으로 흘러가기 시작하는데... 인생 역전을 꿈꾸는 여섯 명의 도유꾼들 그들의 막장 팀플레이가 시작된다!",유하,"['서인국', '이수혁', '음문석', '유승목']"
422,톰과 제리,애니메이션, 2021.02.24. ,8.03,"생쥐 제리는 성대한 결혼식이 열리게 될 뉴욕의 한 고급 호텔로 이사를 오게 되고, 이벤트 플래너 카일라는 제리를 잡기 위해서 고양이 톰을 고용한다. 하지만 우당탕탕 사고뭉치들의 역대급 대소동은 카일라의 커리어는 물론 결혼식과 호텔까지도 위험에 빠뜨리게 되는데…",팀 스토리,"['클로이 모레츠', '마이클 페나', '켄 정', '카밀라 아프웨드슨']"
423,노바디,액션, 2021.04.07. ,8.21,"비범한 과거를 숨긴 채 남들과 다를 바 없는 평범한 일상을 사는 한 가정의 가장 ‘허치’ 매일 출근을 하고, 분리수거를 하고 일과 가정 모두 나름 최선을 다하지만 아들한테는 무시당하고 아내와의 관계도 소원하다. 그러던 어느 날, 집안에 강도가 들고 허치는 한 번의 반항도 하지 못하고 당한다. 더 큰 위험으로부터 가족을 지키기 위한 선택이었는데 모두 무능력하다고 ‘허치’를 비난하고, 결국 그동안 참고 억눌렀던 분노가 폭발하고 만다.",일리야 나이슐러,"['밥 오덴커크', '코니 닐슨', '크리스토퍼 로이드', 'J.P. 마녹스']"
424,더 박스,"드라마, 미스터리, SF", 2021.03.24. ,8.81,"100가지 중에 99가지가 안 맞지만, 단 하나 딱 맞는 게 있다면 오직 ‘음악’ 뿐. 음악에만 미친 브로들의 계약 여행. 과연 이들은 약속했던 10번의 무대를 다 채울 수 있을까?",양정웅,"['찬열', '조달환', '양정웅', None]"
425,스파이럴,"액션, 범죄", 2021.05.12. ,7.75,경찰서로 배달된 의문의 소포 그리고 시작된 경찰 연쇄살인 또 다른 살인이 시작되기 전 단서를 찾고 사건을 해결하라!,대런 린 보우즈만,"['크리스 록', '사무엘 L. 잭슨', '마리솔 니콜스', '맥스 밍겔라']"
426,몬스터 헌터,액션, 2021.02.10. ,7.81,UN합동 보안 작전부 아르테미스 대위(밀라 요보비치)는 행방불명된 팀원들을 찾기 위해 나서지만 실종된 그들과 같은 이상 현상으로 거대 몬스터의 세계로 빠진다. 하지만 눈앞에 닥친 강력한 몬스터들의 습격으로 유일한 생존자가 된 그녀는 몬스터 헌터(토니 자)와 마주하게 되는데… 다시 인류의 세계로 돌아갈 수 있는 방법은 단 하나. 몬스터와 맞서 반드시 살아남아야 한다!,폴 앤더슨,"['밀라 요보비치', '토니 자', '론 펄먼', '메건 굿']"
427,세자매,드라마, 2021.01.27. ,8.95,"“언니가 늘 기도하는거 알지?” 완벽한 척하는 가식덩어리 둘째 ‘미연’(문소리) “내가 미안하다” 괜찮은 척하는 소심덩어리 첫째 ‘희숙’(김선영) “나는 쓰레기야” 안 취한 척하는 골칫덩어리 셋째 ‘미옥’(장윤주) 각자 아무렇지 않은 척 살아가던 세 자매는 아버지 생일을 맞아 오랜만에 한 자리에 모이는데... 내 부모에게 진정한 사과를 받고 싶었던, 문제적 자매들이 폭발한다!",이승원,"['문소리', '김선영', '장윤주', '조한철']"
428,어니스트 씨프,"액션, 범죄, 드라마", 2021.02.03. ,8.78,희대의 폭파 전문 은행털이범 ‘톰’. 어떠한 증거도 남기지 않는 뛰어난 범행으로 8년간 FBI의 추적을 따돌린 그는 새로운 인생을 시작하기 위해 자수를 결심한다. 그러나 돈을 노리는 부패한 FBI의 음모와 가공할 위협이 그를 기다리고 있는데…,마크 윌리엄스,"['리암 니슨', '케이트 월쉬', '제이 코트니', '제프리 도노반']"
429,노매드랜드,드라마, 2021.04.15. ,8.62,"경제적 붕괴로 도시 전체가 무너진 후 홀로 남겨진 ‘펀’.(프란시스 맥도맨드) 추억이 깃든 도시를 떠나 작은 밴과 함께 한 번도 가보지 않은 낯선 길 위의 세상으로 떠난다. 그 곳에서 ‘펀’은 각자의 사연을 가진 노매드들을 만나게 되고, 광활한 자연과 길 위에서의 삶을 스스로 선택한 그들과 만나고 헤어지며 다시 살아가기 위한 여정을 시작하는데…",클로이 자오,"['프란시스 맥도맨드', '데이빗 스트라탄', '린다 메이', '밥 웰스']"
430,도라에몽: 스탠바이미 2,"애니메이션, 드라마, 가족, SF", 2021.05.19. ,9.05,"“할머니를 만나고 싶어!” 어느 날 진구는 돌아가신 할머니와의 추억이 담긴 낡은 곰 인형을 발견하고 할머니가 보고 싶은 마음에 도라에몽의 4차원 비밀도구 타임머신을 타고 과거로 향한다. 느닷없이 찾아온 소년을 금세 진구라고 믿어주시는 할머니는 한 가지 소원을 말씀하시는데… “진구의 아내를 만나보고 싶구나” 결혼식을 보여 드리기 위해 미래로 간 도라에몽과 진구! 하지만 이슬이와의 결혼식 당일 신랑 진구는 도망가 버리고 퉁퉁이와 비실이가 진구를 찾는 동안 이슬이는 진구를 믿고 기다리는데… 할머니의 소원을 위해, 그리고 가족과 친구들, 좋아하는 이슬이와의 약속을 위해 도라에몽과 진구의 과거와 현재, 미래를 넘나드는 스펙터클한 대모험이 시작된다!",야기 류이치,"['야마자키 다카시', '윤아영', '김정아', '김혜성']"
431,여고괴담 여섯번째 이야기 : 모교,"미스터리, 공포", 2021.06.17. ,5.98,"고교시절의 기억을 잃은 ‘은희(김서형)’는 모교에 교감으로 부임한 후부터 알 수 없는 환영과 환청에 시달리기 시작한다. 피해자임에도 불구하고 문제아로 내몰린 ‘하영(김현수)’은 홀리듯 들어간 학교의 폐쇄된 화장실에서 귀신 소리를 듣게 되고 그 곳에서 같은 아픔을 가진 ‘은희(김서형)’와 마주친다. 두 사람은 학교에서 벌어지는 기이한 일들이 화장실에 있는 존재와 연관됐음을 알게 되고, 곧 죽음의 공포와 마주하게 된다. 기억 속에 감춰진 충격적인 진실이 밝혀진다!",이미영,"['김서형', '김현수', '최리', '김형서']"
